file,year,longitude,latitude,lr_shape,hr_shape,scale_h,channels,shape_ok,finite_ok,n_nonfinite,reflectance_ok,hr_min,hr_max,bands_ok,band_order_plausible,lr_matches_4x_avg_hr,lr_max_abs_err_vs_4x_avg,has_stored_metadata,valid
S2_2019_m121.39662_38.23114.npz,2019,-121.39662006930648,38.23114038832924,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.015599999576807022,0.5723999738693237,True,True,True,0.0,True,True
S2_2019_m121.39672_38.12095.npz,2019,-121.39672203161687,38.12094955251017,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.022050000727176666,0.6348000168800354,True,True,True,0.0,True,True
S2_2019_m121.39729_38.30398.npz,2019,-121.39729026181983,38.303981649675755,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01355000026524067,0.5314000248908997,True,True,True,0.0,True,True
S2_2019_m121.39751_38.23872.npz,2019,-121.39750984310818,38.238722028616074,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01850000023841858,0.4903999865055084,True,True,True,0.0,True,True
S2_2019_m121.39758_38.20041.npz,2019,-121.39758183019852,38.20041123897058,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.020400000736117363,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.39775_38.23839.npz,2019,-121.39775220331576,38.23839319602221,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.016899999231100082,0.4903999865055084,True,True,True,0.0,True,True
S2_2019_m121.39800_38.08099.npz,2019,-121.39800354119343,38.08099411707934,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00839999970048666,0.399399995803833,True,True,True,0.0,True,True
S2_2019_m121.39840_38.29598.npz,2019,-121.39840371741523,38.29597595737152,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01600000075995922,0.5415999889373779,True,True,True,0.0,True,True
S2_2019_m121.39866_38.35142.npz,2019,-121.39865832078029,38.351422644516624,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018050000071525574,0.46959999203681946,True,True,True,0.0,True,True
S2_2019_m121.39885_38.19487.npz,2019,-121.39884855029378,38.194870211335214,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.023350000381469727,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.39900_38.21759.npz,2019,-121.39899959497237,38.21759364282514,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.011950000189244747,0.5943999886512756,True,True,True,0.0,True,True
S2_2019_m121.39925_38.20006.npz,2019,-121.39924964430622,38.20005781878329,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.020400000736117363,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.39980_38.22797.npz,2019,-121.39980210885264,38.22796883265476,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.5723999738693237,True,True,True,0.0,True,True
S2_2019_m121.40029_38.23036.npz,2019,-121.40029078300331,38.23036286474984,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014999999664723873,0.5723999738693237,True,True,True,0.0,True,True
S2_2019_m121.40065_38.20198.npz,2019,-121.40064748422412,38.2019816424169,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.020400000736117363,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.40077_38.20639.npz,2019,-121.40077469601906,38.20639479322073,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01850000023841858,0.5228000283241272,True,True,True,0.0,True,True
S2_2019_m121.40077_38.29658.npz,2019,-121.40077352839637,38.29658443080022,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.017750000581145287,0.5415999889373779,True,True,True,0.0,True,True
S2_2019_m121.40081_38.23386.npz,2019,-121.40081130579294,38.23386017941672,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014299999922513962,0.5723999738693237,True,True,True,0.0,True,True
S2_2019_m121.40084_38.16503.npz,2019,-121.40084088471876,38.16503216718127,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013500000350177288,0.5968000292778015,True,True,True,0.0,True,True
S2_2019_m121.40112_38.07867.npz,2019,-121.40111960036042,38.078667626296806,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00860000029206276,0.41200000047683716,True,True,True,0.0,True,True
S2_2019_m121.40116_38.15581.npz,2019,-121.40116204528866,38.15580629650079,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014050000347197056,0.7771999835968018,True,True,True,0.0,True,True
S2_2019_m121.40123_38.20769.npz,2019,-121.40123144572595,38.20768553862676,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.017999999225139618,0.5228000283241272,True,True,True,0.0,True,True
S2_2019_m121.40152_38.08386.npz,2019,-121.40152022160048,38.08385529160379,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00800000037997961,0.5347999930381775,True,True,True,0.0,True,True
S2_2019_m121.40169_38.07522.npz,2019,-121.40169032857898,38.07521633207358,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.008899999782443047,0.5830000042915344,True,True,True,0.0,True,True
S2_2019_m121.40188_38.21560.npz,2019,-121.40187914672653,38.21559600204934,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.015399999916553497,0.4952000081539154,True,True,True,0.0,True,True
S2_2019_m121.40196_38.07599.npz,2019,-121.4019638981473,38.07599078844016,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00860000029206276,0.5830000042915344,True,True,True,0.0,True,True
S2_2019_m121.40200_38.03658.npz,2019,-121.40200166090958,38.03657601058339,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.007899999618530273,0.4803999960422516,True,True,True,0.0,True,True
S2_2019_m121.40227_38.21468.npz,2019,-121.40227230924307,38.21468016996673,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01720000058412552,0.5228000283241272,True,True,True,0.0,True,True
S2_2019_m121.40242_38.07728.npz,2019,-121.40241986020924,38.077281547524365,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00860000029206276,0.41200000047683716,True,True,True,0.0,True,True
S2_2019_m121.40253_38.20325.npz,2019,-121.40252984549255,38.20324776433033,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014000000432133675,0.49160000681877136,True,True,True,0.0,True,True
S2_2019_m121.40264_38.08500.npz,2019,-121.40264229981454,38.0850046600827,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00800000037997961,0.5347999930381775,True,True,True,0.0,True,True
S2_2019_m121.40311_38.20895.npz,2019,-121.40311396304878,38.208951650950986,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013899999670684338,0.5228000283241272,True,True,True,0.0,True,True
S2_2019_m121.40333_38.23693.npz,2019,-121.40333423735531,38.23693332415136,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.012799999676644802,0.49160000681877136,True,True,True,0.0,True,True
S2_2019_m121.40347_38.07317.npz,2019,-121.40347410126464,38.07317254814902,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.008899999782443047,0.5651999711990356,True,True,True,0.0,True,True
S2_2019_m121.40349_38.21914.npz,2019,-121.40349194466211,38.21913937292133,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.4952000081539154,True,True,True,0.0,True,True
S2_2019_m121.40350_38.11785.npz,2019,-121.40350489256488,38.11784547722285,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.007000000216066837,0.5461999773979187,True,True,True,0.0,True,True
S2_2019_m121.40355_38.28517.npz,2019,-121.40355210123937,38.28517353257076,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01769999973475933,0.5835999846458435,True,True,True,0.0,True,True
S2_2019_m121.40394_38.12719.npz,2019,-121.40394190426468,38.127188143892326,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.015150000341236591,0.48080000281333923,True,True,True,0.0,True,True
S2_2019_m121.40403_38.32198.npz,2019,-121.40402797090704,38.321981276986364,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01795000024139881,0.5382000207901001,True,True,True,0.0,True,True
S2_2019_m121.40412_38.16822.npz,2019,-121.40411959344964,38.168222080817124,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013500000350177288,0.6172000169754028,True,True,True,0.0,True,True
S2_2019_m121.40438_38.22672.npz,2019,-121.40438228186008,38.226720970783795,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.573199987411499,True,True,True,0.0,True,True
S2_2019_m121.40444_38.22282.npz,2019,-121.40443758030192,38.222824123888216,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.47760000824928284,True,True,True,0.0,True,True
S2_2019_m121.40471_38.22055.npz,2019,-121.40470749760092,38.22054685317295,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.4796000123023987,True,True,True,0.0,True,True
S2_2019_m121.40501_38.22242.npz,2019,-121.40501351458963,38.22242457583763,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.4796000123023987,True,True,True,0.0,True,True
S2_2019_m121.40527_38.12385.npz,2019,-121.4052705571737,38.12385360060038,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00860000029206276,0.5461999773979187,True,True,True,0.0,True,True
S2_2019_m121.40599_38.07319.npz,2019,-121.40598736614228,38.07319393303242,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.010700000450015068,0.41200000047683716,True,True,True,0.0,True,True
S2_2019_m121.40712_38.08350.npz,2019,-121.40712231729745,38.08349852617054,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.008999999612569809,0.5347999930381775,True,True,True,0.0,True,True
S2_2019_m121.40727_38.18726.npz,2019,-121.40726948661636,38.187257506932326,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.019200000911951065,0.43639999628067017,True,True,True,0.0,True,True
S2_2019_m121.40731_38.32517.npz,2019,-121.40731382667292,38.325171067329784,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018400000408291817,0.5382000207901001,True,True,True,0.0,True,True
S2_2019_m121.40735_38.19862.npz,2019,-121.40734629031,38.198619231005324,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.011800000444054604,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.40737_38.23414.npz,2019,-121.4073664616314,38.23413647021193,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.012799999676644802,0.573199987411499,True,True,True,0.0,True,True
S2_2019_m121.40755_38.32179.npz,2019,-121.40755207384599,38.3217905292991,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.017500000074505806,0.5382000207901001,True,True,True,0.0,True,True
S2_2019_m121.40828_38.29749.npz,2019,-121.40827672783809,38.297493731095194,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.020250000059604645,0.43619999289512634,True,True,True,0.0,True,True
S2_2019_m121.40844_38.19867.npz,2019,-121.40843829347457,38.198665245785094,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.011800000444054604,0.45559999346733093,True,True,True,0.0,True,True
S2_2019_m121.40893_38.07951.npz,2019,-121.40893361560357,38.07950621158364,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.0034000000450760126,0.4099999964237213,True,True,True,0.0,True,True
S2_2019_m121.40896_38.22242.npz,2019,-121.40895789243481,38.22242122971709,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.4796000123023987,True,True,True,0.0,True,True
S2_2019_m121.40921_38.18768.npz,2019,-121.40921101716316,38.187678385360044,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.019200000911951065,0.4399999976158142,True,True,True,0.0,True,True
S2_2019_m121.40924_38.31339.npz,2019,-121.40924130540972,38.313385186813285,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014499999582767487,0.5410000085830688,True,True,True,0.0,True,True
S2_2019_m121.40976_38.08793.npz,2019,-121.40976348125216,38.08793303341785,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.008200000040233135,0.42179998755455017,True,True,True,0.0,True,True
S2_2019_m121.41076_38.12519.npz,2019,-121.41075695441226,38.12518696548591,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.00860000029206276,0.48080000281333923,True,True,True,0.0,True,True
S2_2019_m121.41091_38.18538.npz,2019,-121.41090594978319,38.185376375317105,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.43639999628067017,True,True,True,0.0,True,True
S2_2019_m121.41150_38.22049.npz,2019,-121.41150372085409,38.22049407621049,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01119999960064888,0.5870000123977661,True,True,True,0.0,True,True
S2_2019_m121.41204_38.19263.npz,2019,-121.41203878803368,38.19262907987989,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.016599999740719795,0.45159998536109924,True,True,True,0.0,True,True
S2_2019_m121.41227_38.18620.npz,2019,-121.41227184651224,38.186196782389004,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.43639999628067017,True,True,True,0.0,True,True
S2_2019_m121.41272_38.18444.npz,2019,-121.41272411162333,38.18443576899365,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.41999998688697815,True,True,True,0.0,True,True
S2_2019_m121.41320_38.18073.npz,2019,-121.41320375557127,38.18072632076925,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03240000084042549,0.4092000126838684,True,True,True,0.0,True,True
S2_2019_m121.41330_38.08579.npz,2019,-121.41330373443128,38.08579366440374,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.006800000090152025,0.47040000557899475,True,True,True,0.0,True,True
S2_2019_m121.41338_38.07384.npz,2019,-121.41337665076222,38.07384479144636,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.002099999925121665,0.4359999895095825,True,True,True,0.0,True,True
S2_2019_m121.41393_38.30129.npz,2019,-121.41393174445622,38.301291631949134,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.0284000001847744,0.47940000891685486,True,True,True,0.0,True,True
S2_2019_m121.41475_38.17901.npz,2019,-121.41474768012793,38.17901126177709,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03240000084042549,0.4163999855518341,True,True,True,0.0,True,True
S2_2019_m121.41479_38.30777.npz,2019,-121.41479209556056,38.307769834639906,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01730000041425228,0.5410000085830688,True,True,True,0.0,True,True
S2_2019_m121.41534_38.30627.npz,2019,-121.41533657232497,38.3062669647658,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01730000041425228,0.5410000085830688,True,True,True,0.0,True,True
S2_2019_m121.41590_38.18126.npz,2019,-121.41590343670907,38.181263783229845,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03240000084042549,0.4163999855518341,True,True,True,0.0,True,True
S2_2019_m121.41613_38.11100.npz,2019,-121.41612875596064,38.11100324633521,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.007000000216066837,0.5544000267982483,True,True,True,0.0,True,True
S2_2019_m121.41630_38.36268.npz,2019,-121.4163046697371,38.36267539787212,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.023099999874830246,0.5332000255584717,True,True,True,0.0,True,True
S2_2019_m121.41658_38.19028.npz,2019,-121.41658451739923,38.190277473074566,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.532800018787384,True,True,True,0.0,True,True
S2_2019_m121.41668_38.11255.npz,2019,-121.41667647045566,38.11255208714889,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.006949999835342169,0.5544000267982483,True,True,True,0.0,True,True
S2_2019_m121.41677_38.11281.npz,2019,-121.4167677584449,38.112810227019516,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.006949999835342169,0.5544000267982483,True,True,True,0.0,True,True
S2_2019_m121.41695_38.21157.npz,2019,-121.41695117245709,38.21156873767084,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013899999670684338,0.5648000240325928,True,True,True,0.0,True,True
S2_2019_m121.41700_38.30286.npz,2019,-121.41700195883597,38.30286161540834,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.020800000056624413,0.5253999829292297,True,True,True,0.0,True,True
S2_2019_m121.41721_38.17988.npz,2019,-121.41720523129263,38.17987756349701,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03240000084042549,0.4163999855518341,True,True,True,0.0,True,True
S2_2019_m121.41731_38.09105.npz,2019,-121.41730954125764,38.09104839670228,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.005150000099092722,0.4893999993801117,True,True,True,0.0,True,True
S2_2019_m121.41775_38.21889.npz,2019,-121.41775138197308,38.21889210639512,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.010599999688565731,0.5504000186920166,True,True,True,0.0,True,True
S2_2019_m121.41788_38.09065.npz,2019,-121.41788437535948,38.09064878288041,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.005150000099092722,0.4893999993801117,True,True,True,0.0,True,True
S2_2019_m121.41790_38.21831.npz,2019,-121.41790216270637,38.21830509713039,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.010599999688565731,0.5648000240325928,True,True,True,0.0,True,True
S2_2019_m121.41856_38.17459.npz,2019,-121.41856149089212,38.17459445972289,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03999999910593033,0.4163999855518341,True,True,True,0.0,True,True
S2_2019_m121.41861_38.20511.npz,2019,-121.41860953323526,38.205111630705666,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.011800000444054604,0.4307999908924103,True,True,True,0.0,True,True
S2_2019_m121.41862_38.28615.npz,2019,-121.41861582711846,38.286146195837155,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018799999728798866,0.5040000081062317,True,True,True,0.0,True,True
S2_2019_m121.41868_38.28530.npz,2019,-121.41867522930477,38.2853010540611,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018799999728798866,0.5040000081062317,True,True,True,0.0,True,True
S2_2019_m121.41885_38.10959.npz,2019,-121.41885312680296,38.10959219962872,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009949999861419201,0.5410000085830688,True,True,True,0.0,True,True
S2_2019_m121.41913_38.11037.npz,2019,-121.41912700457357,38.110366614420556,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009949999861419201,0.5099999904632568,True,True,True,0.0,True,True
S2_2019_m121.41931_38.18887.npz,2019,-121.41931181550653,38.188866427964825,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.446399986743927,True,True,True,0.0,True,True
S2_2019_m121.41948_38.23795.npz,2019,-121.41948066862835,38.23795193447928,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013100000098347664,0.48019999265670776,True,True,True,0.0,True,True
S2_2019_m121.41957_38.21490.npz,2019,-121.41956543823241,38.21489969168713,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01850000023841858,0.5648000240325928,True,True,True,0.0,True,True
S2_2019_m121.41984_38.17821.npz,2019,-121.41984075140195,38.17820836750404,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.029100000858306885,0.4503999948501587,True,True,True,0.0,True,True
S2_2019_m121.42076_38.10891.npz,2019,-121.42076061317785,38.10890960509027,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009399999864399433,0.5663999915122986,True,True,True,0.0,True,True
S2_2019_m121.42082_38.18605.npz,2019,-121.42082367126307,38.18604800924572,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.028699999675154686,0.462799996137619,True,True,True,0.0,True,True
S2_2019_m121.42093_38.10332.npz,2019,-121.42093341682263,38.10332239113596,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009399999864399433,0.5663999915122986,True,True,True,0.0,True,True
S2_2019_m121.42116_38.09384.npz,2019,-121.42116051103568,38.09383826762412,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018300000578165054,0.4893999993801117,True,True,True,0.0,True,True
S2_2019_m121.42133_38.10241.npz,2019,-121.42132574300409,38.10240648755731,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009399999864399433,0.5663999915122986,True,True,True,0.0,True,True
S2_2019_m121.42158_38.16896.npz,2019,-121.42158455756662,38.16895761366397,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01360000018030405,0.47839999198913574,True,True,True,0.0,True,True
S2_2019_m121.42160_38.10623.npz,2019,-121.42160454373565,38.10623264194116,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.009949999861419201,0.5663999915122986,True,True,True,0.0,True,True
S2_2019_m121.42171_38.09539.npz,2019,-121.42170820369648,38.09538708913635,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.013650000095367432,0.4893999993801117,True,True,True,0.0,True,True
S2_2019_m121.42178_38.21609.npz,2019,-121.42178206850936,38.21609477519943,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.012500000186264515,0.5648000240325928,True,True,True,0.0,True,True
S2_2019_m121.42224_38.21739.npz,2019,-121.42223924721642,38.21738544136187,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.010599999688565731,0.5648000240325928,True,True,True,0.0,True,True
S2_2019_m121.42253_38.19290.npz,2019,-121.42253310570366,38.192900990579716,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.016599999740719795,0.532800018787384,True,True,True,0.0,True,True
S2_2019_m121.42296_38.36016.npz,2019,-121.42295801413943,38.36015730779075,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.021800000220537186,0.4564000070095062,True,True,True,0.0,True,True
S2_2019_m121.42322_38.18471.npz,2019,-121.42321726299643,38.18470762137568,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.029100000858306885,0.4564000070095062,True,True,True,0.0,True,True
S2_2019_m121.42336_38.34509.npz,2019,-121.42335882961522,38.345086271894125,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.017999999225139618,0.6308000087738037,True,True,True,0.0,True,True
S2_2019_m121.42352_38.20074.npz,2019,-121.42351650890677,38.200740600044945,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014399999752640724,0.532800018787384,True,True,True,0.0,True,True
S2_2019_m121.42409_38.18008.npz,2019,-121.42408908563571,38.180082227509345,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.027300000190734863,0.4503999948501587,True,True,True,0.0,True,True
S2_2019_m121.42454_38.21274.npz,2019,-121.42453733652424,38.212735188130296,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01744999922811985,0.5659999847412109,True,True,True,0.0,True,True
S2_2019_m121.42485_38.22072.npz,2019,-121.42485395935888,38.22071628116188,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.010599999688565731,0.6262000203132629,True,True,True,0.0,True,True
S2_2019_m121.42491_38.18241.npz,2019,-121.42491168887098,38.18240541735124,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.02759999968111515,0.4503999948501587,True,True,True,0.0,True,True
S2_2019_m121.42493_38.28675.npz,2019,-121.42493331947297,38.28675042101188,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.018799999728798866,0.5636000037193298,True,True,True,0.0,True,True
S2_2019_m121.42531_38.18759.npz,2019,-121.42531455291065,38.18759294544623,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.029100000858306885,0.4715999960899353,True,True,True,0.0,True,True
S2_2019_m121.42572_38.17557.npz,2019,-121.42571904458175,38.17557344245112,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.024900000542402267,0.4896000027656555,True,True,True,0.0,True,True
S2_2019_m121.42590_38.21356.npz,2019,-121.42590389350418,38.213555441513144,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01744999922811985,0.5659999847412109,True,True,True,0.0,True,True
S2_2019_m121.42639_38.10355.npz,2019,-121.4263864233821,38.103551766201484,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.02085000090301037,0.5663999915122986,True,True,True,0.0,True,True
S2_2019_m121.42648_38.35997.npz,2019,-121.42648390101867,38.359966018048816,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.03240000084042549,0.44620001316070557,True,True,True,0.0,True,True
S2_2019_m121.42737_38.20353.npz,2019,-121.42737345781774,38.20353024352379,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.014999999664723873,0.4244000017642975,True,True,True,0.0,True,True
S2_2019_m121.42749_38.29093.npz,2019,-121.42749131885611,38.29092633228262,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.012500000186264515,0.4851999878883362,True,True,True,0.0,True,True
S2_2019_m121.42771_38.29255.npz,2019,-121.42770666101524,38.292545861024756,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.024900000542402267,0.4851999878883362,True,True,True,0.0,True,True
S2_2019_m121.42802_38.19423.npz,2019,-121.42802496596686,38.1942335738265,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.016499999910593033,0.532800018787384,True,True,True,0.0,True,True
S2_2019_m121.42811_38.20865.npz,2019,-121.4281101839795,38.20864698935684,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01655000075697899,0.5659999847412109,True,True,True,0.0,True,True
S2_2019_m121.42856_38.20383.npz,2019,-121.42855698875816,38.203834208862055,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01600000075995922,0.4244000017642975,True,True,True,0.0,True,True
S2_2019_m121.42859_38.18773.npz,2019,-121.42859010909206,38.18773048141166,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.02500000037252903,0.4715999960899353,True,True,True,0.0,True,True
S2_2019_m121.42869_38.21130.npz,2019,-121.42869110339497,38.211299041028106,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.01655000075697899,0.5659999847412109,True,True,True,0.0,True,True
S2_2019_m121.42904_38.11409.npz,2019,-121.42903993079433,38.114089331272965,"(32, 32, 4)","(128, 128, 4)",4.0,4,True,True,0,True,0.019099999219179153,0.47519999742507935,True,True,True,0.0,True,True
